day,mode,warehouse_inventory,in_transit_inventory,current_inventory,capacity,demand_mean,demand_std,future_deficit,stockout_imminent,shipping_method,order_quantity,lead_time,safety_stock,reorder_point
1189,build,2145,400,2545,50,29.97,17.61,2556,False,TRUCK,200,11,361,2556
1190,build,2123,400,2523,50,31.47,18.19,2425,False,TRUCK,200,11,373,2425
1191,build,2263,200,2463,50,31.77,18.14,2467,False,TRUCK,200,11,372,2467
1192,build,2230,200,2430,50,31.63,18.2,2436,False,TRUCK,200,11,374,2436
1193,build,2208,200,2408,50,31.1,18.3,2334,False,TRUCK,200,11,376,2334
1194,build,2188,400,2588,50,31.43,18.26,2571,False,TRUCK,200,11,375,2571
1195,build,2154,400,2554,50,32.23,18.27,2407,False,TRUCK,200,11,375,2407
1196,build,2310,200,2510,50,32.73,18.15,2410,False,TRUCK,200,11,373,2410
1197,build,2274,200,2474,50,32.53,18.01,2355,False,TRUCK,200,11,370,2355
1198,drawdown,2232,200,2432,50,34.2,18.73,2489,False,TRUCK,200,11,384,3000
1199,build,2166,400,2566,50,35.93,19.75,2579,False,TRUCK,200,11,405,2579
1200,drawdown,2094,400,2494,50,35.3,19.21,2737,False,TRUCK,200,11,394,3000
1201,drawdown,2252,200,2452,50,36.2,18.86,2505,False,TRUCK,200,11,387,3000
1202,drawdown,2210,200,2410,50,37.23,19.07,2521,False,TRUCK,200,11,391,3000
1203,drawdown,2154,400,2554,50,38.3,18.5,2476,False,TRUCK,200,11,380,3000
1204,drawdown,2110,400,2510,50,39.0,17.89,2462,False,TRUCK,200,11,367,3000
1205,drawdown,2076,400,2476,50,40.43,17.54,2441,False,TRUCK,200,11,360,3000
1206,drawdown,2219,200,2419,50,40.27,17.36,2455,False,TRUCK,200,11,356,3000
1207,drawdown,2163,400,2563,50,40.67,17.23,2403,False,TRUCK,200,11,354,3000
1208,drawdown,2122,400,2522,50,42.5,18.39,2443,False,TRUCK,200,11,378,3000
1209,drawdown,2042,400,2442,50,41.3,15.93,2536,False,TRUCK,200,11,327,3000
1210,drawdown,2184,200,2384,50,42.03,16.13,2583,False,TRUCK,200,11,331,3000
1211,drawdown,2127,400,2527,50,43.23,17.13,2586,False,TRUCK,200,11,352,3000
1212,drawdown,2053,400,2453,50,42.77,17.55,2471,False,TRUCK,200,11,360,3000
1213,drawdown,2032,400,2432,50,44.13,16.56,2572,False,TRUCK,200,11,340,3000
1214,drawdown,2180,200,2380,50,44.93,16.73,2653,False,TRUCK,200,11,343,3000
1215,drawdown,2120,400,2520,50,46.63,17.01,2686,False,TRUCK,200,11,349,3000
1216,drawdown,2046,400,2446,50,47.3,16.73,2284,False,TRUCK,200,11,343,3000
1217,drawdown,1996,400,2396,50,50.4,21.97,3213,False,TRUCK,200,11,451,3000
1218,drawdown,2069,200,2269,50,52.0,22.63,3565,False,TRUCK,200,11,464,3000
1219,drawdown,1985,400,2385,50,52.33,22.24,3223,False,TRUCK,200,11,456,3000
1220,drawdown,1953,400,2353,50,51.3,22.59,3014,False,TRUCK,200,11,464,3000
1221,drawdown,1924,400,2324,50,52.13,22.35,3082,False,TRUCK,200,11,459,3000
1222,drawdown,2066,200,2266,50,53.47,21.67,3435,False,TRUCK,200,11,445,3000
1223,drawdown,2004,400,2404,50,56.33,22.75,3434,False,TRUCK,200,11,467,3000
1224,drawdown,1898,400,2298,50,58.43,23.52,3330,False,TRUCK,200,11,483,3000
1225,drawdown,1801,400,2201,50,58.33,23.59,3654,False,TRUCK,200,11,484,3000
1226,drawdown,1960,200,2160,50,59.37,23.25,3497,False,TRUCK,200,11,477,3000
1227,drawdown,1893,400,2293,50,58.9,23.75,2558,False,TRUCK,200,11,487,3000
1228,drawdown,1865,400,2265,50,58.73,23.71,2434,False,TRUCK,200,11,487,3000
1229,drawdown,1804,400,2204,50,57.33,24.14,2814,False,TRUCK,200,11,495,3000
1230,drawdown,1974,200,2174,50,58.6,24.3,2749,False,TRUCK,200,11,499,3000
1231,drawdown,1894,400,2294,50,58.67,24.26,2413,False,TRUCK,200,11,498,3000
1232,drawdown,1850,400,2250,50,59.47,24.56,2991,False,TRUCK,200,11,504,3000
1233,drawdown,1770,400,2170,50,59.87,24.4,2790,False,TRUCK,200,11,501,3000
1234,drawdown,1914,200,2114,50,60.77,23.9,2684,False,TRUCK,200,11,490,3000
1235,drawdown,1853,400,2253,50,59.87,24.55,2842,False,TRUCK,200,11,504,3000
1236,drawdown,1823,400,2223,50,59.83,24.56,2968,False,TRUCK,200,11,504,3000
1237,drawdown,1768,400,2168,50,59.87,24.53,2673,False,TRUCK,200,11,503,3000
1238,drawdown,1926,200,2126,50,59.33,24.25,2668,False,TRUCK,200,11,498,3000
1239,drawdown,1862,400,2262,50,59.73,24.33,2767,False,TRUCK,200,11,499,3000
1240,drawdown,1792,400,2192,50,59.3,24.49,2756,False,TRUCK,200,11,503,3000
1241,drawdown,1748,400,2148,50,59.43,24.58,2656,False,TRUCK,200,11,504,3000
1242,drawdown,1870,200,2070,50,61.07,23.55,2376,False,TRUCK,200,11,483,3000
1243,drawdown,1800,400,2200,50,60.27,24.26,2784,False,TRUCK,200,11,498,3000
1244,drawdown,1772,400,2172,50,60.43,24.28,2483,False,TRUCK,200,11,498,3000
1245,drawdown,1707,400,2107,50,60.6,24.39,2351,False,TRUCK,200,11,501,3000
1246,drawdown,1828,200,2028,50,61.4,24.43,2523,False,TRUCK,200,11,501,3000
1247,drawdown,1754,400,2154,50,58.83,21.12,2500,False,TRUCK,200,11,433,3000
1248,drawdown,1704,400,2104,50,58.73,21.0,2353,False,TRUCK,200,11,431,3000
1249,drawdown,1623,400,2023,50,59.37,20.45,2222,False,TRUCK,200,11,420,3000
1250,drawdown,1772,200,1972,50,60.7,19.69,2277,False,TRUCK,200,11,404,3000
1251,drawdown,1703,400,2103,50,60.33,19.84,1968,False,TRUCK,200,11,407,3000
1252,drawdown,1656,400,2056,50,60.07,19.87,2052,False,TRUCK,200,11,408,3000
1253,drawdown,1602,400,2002,50,59.07,18.16,2024,False,TRUCK,200,11,373,3000
1254,drawdown,1726,200,1926,50,58.33,16.98,1861,False,TRUCK,200,11,349,3000
1255,drawdown,1651,400,2051,50,58.17,17.18,1831,False,TRUCK,200,11,353,3000
1256,drawdown,1615,400,2015,50,58.07,17.14,1932,False,TRUCK,200,11,352,3000
1257,drawdown,1551,400,1951,50,59.1,16.17,1716,False,TRUCK,200,11,332,3000
1258,drawdown,1692,200,1892,50,58.27,16.7,1668,False,TRUCK,200,11,343,3000
1259,drawdown,1656,400,2056,50,58.63,16.17,1647,False,TRUCK,200,11,332,3000
1260,drawdown,1615,400,2015,50,58.23,15.77,1737,False,TRUCK,200,11,324,3000
1261,drawdown,1547,400,1947,50,58.47,15.6,1637,False,TRUCK,200,11,320,3000
1262,drawdown,1696,200,1896,50,59.2,17.1,1484,False,TRUCK,200,11,351,3000
1263,drawdown,1594,400,1994,50,60.2,17.77,1736,False,TRUCK,200,11,365,3000
1264,drawdown,1508,400,1908,50,59.53,18.11,1749,False,TRUCK,200,11,372,3000
1265,drawdown,1467,400,1867,50,61.0,17.4,1551,False,TRUCK,200,11,357,3000
1266,drawdown,1593,200,1793,50,62.8,19.43,1860,False,TRUCK,200,11,399,3000
1267,drawdown,1484,400,1884,50,63.43,19.04,1808,False,TRUCK,200,11,391,3000
1268,drawdown,1423,400,1823,50,62.23,20.11,1615,False,TRUCK,200,11,413,3000
1269,drawdown,1395,400,1795,50,62.0,20.05,1626,False,TRUCK,200,11,412,3000
1270,drawdown,1532,200,1732,50,63.07,19.91,1543,False,TRUCK,200,11,409,3000
1271,drawdown,1456,400,1856,50,64.0,21.25,1685,False,TRUCK,200,11,436,3000
1272,drawdown,1350,400,1750,50,63.07,21.59,1651,False,TRUCK,200,11,443,3000
1273,drawdown,1308,400,1708,50,64.8,20.75,1504,False,TRUCK,200,11,426,3000
1274,drawdown,1428,200,1628,50,64.1,21.09,1421,False,TRUCK,200,11,433,3000
1275,drawdown,1384,400,1784,50,63.97,21.01,1505,False,TRUCK,200,11,431,3000
1276,drawdown,1309,400,1709,50,63.9,20.98,1512,False,TRUCK,200,11,430,3000
1277,drawdown,1237,400,1637,50,66.37,23.49,1623,False,TRUCK,200,11,482,3000
1278,drawdown,1313,200,1513,50,65.53,23.39,1503,False,TRUCK,200,11,480,3000
1279,drawdown,1257,400,1657,50,66.6,23.44,1632,False,TRUCK,200,11,481,3000
1280,drawdown,1174,400,1574,50,66.57,23.43,1442,False,TRUCK,200,11,481,3000
1281,drawdown,1106,400,1506,50,67.3,23.14,1493,False,TRUCK,200,11,475,3000
1282,drawdown,1237,200,1437,50,67.2,23.21,1279,False,TRUCK,200,11,476,3000
1283,drawdown,1186,400,1586,50,67.57,23.44,1481,False,TRUCK,200,11,481,3000
1284,drawdown,1099,400,1499,50,68.7,24.6,1402,False,TRUCK,200,11,505,3000
1285,drawdown,990,400,1390,50,69.4,23.93,1308,False,TRUCK,200,11,491,3000
1286,drawdown,1133,200,1333,50,69.33,23.95,1373,False,TRUCK,200,11,491,3000
1287,drawdown,1071,400,1471,50,68.93,24.23,1257,False,TRUCK,200,11,497,3000
1288,drawdown,1024,400,1424,50,69.47,23.64,1128,False,TRUCK,200,11,485,3000
1289,drawdown,972,400,1372,50,72.17,24.87,1222,False,TRUCK,200,11,510,3000
1290,drawdown,1050,200,1250,50,71.83,25.0,1149,False,TRUCK,200,11,513,3000
1291,drawdown,992,400,1392,50,71.4,25.48,1020,False,TRUCK,200,11,523,3000
1292,drawdown,954,400,1354,50,70.53,24.84,1006,False,TRUCK,200,11,510,3000
1293,drawdown,878,400,1278,50,69.57,24.78,944,False,TRUCK,200,11,508,3000
1294,drawdown,1021,200,1221,50,71.23,24.47,1032,False,TRUCK,200,11,502,3000
1295,drawdown,930,400,1330,50,71.0,24.48,1055,False,TRUCK,200,11,502,3000
1296,drawdown,863,400,1263,50,69.0,23.71,963,False,TRUCK,200,11,486,3000
1297,drawdown,814,400,1214,50,69.2,23.66,885,False,TRUCK,200,11,486,3000
1298,drawdown,947,200,1147,50,71.2,22.57,934,False,TRUCK,200,11,463,3000
1299,drawdown,859,400,1259,50,70.93,22.72,864,False,TRUCK,200,11,466,3000
1300,drawdown,804,400,1204,50,70.17,22.93,796,False,TRUCK,200,11,470,3000
1301,drawdown,751,400,1151,50,68.2,22.27,898,False,TRUCK,200,11,457,3000
1302,drawdown,904,200,1104,50,67.8,22.85,770,False,TRUCK,200,11,469,3000
1303,drawdown,874,400,1274,50,67.43,22.74,625,False,TRUCK,200,11,467,3000
1304,drawdown,805,400,1205,50,67.43,22.74,586,False,TRUCK,200,11,467,3000
1305,drawdown,761,400,1161,50,67.23,22.7,541,False,TRUCK,200,11,466,3000
1306,drawdown,892,200,1092,50,68.1,23.37,661,False,TRUCK,200,11,480,3000
1307,drawdown,794,400,1194,50,65.5,21.17,476,False,TRUCK,200,11,435,3000
1308,drawdown,748,400,1148,50,66.13,21.16,490,False,TRUCK,200,11,434,3000
1309,drawdown,673,400,1073,50,65.67,20.93,447,False,TRUCK,200,11,430,3000
1310,drawdown,804,200,1004,50,67.23,22.79,527,False,TRUCK,200,11,468,3000
1311,drawdown,689,400,1089,50,66.93,22.82,530,False,TRUCK,200,11,468,3000
1312,drawdown,629,400,1029,50,67.2,22.68,426,False,TRUCK,200,11,465,3000
1313,drawdown,570,400,970,50,66.8,22.42,420,False,TRUCK,200,11,460,3000
1314,drawdown,695,200,895,50,66.27,21.56,462,False,TRUCK,200,11,442,3000
1315,drawdown,602,400,1002,50,68.13,23.1,542,False,TRUCK,200,11,474,3000
1316,drawdown,489,400,889,50,69.57,24.02,516,False,TRUCK,200,11,493,3000
1317,drawdown,384,400,784,50,70.0,23.71,547,True,TRUCK,200,11,487,3000
1318,drawdown,524,200,724,50,69.4,24.4,510,False,TRUCK,200,11,501,3000
1319,drawdown,490,400,890,50,67.07,22.47,518,False,TRUCK,200,11,461,3000
1320,drawdown,438,400,838,50,67.3,22.41,462,False,TRUCK,200,11,460,3000
1321,drawdown,373,400,773,50,69.53,22.72,705,True,TRUCK,200,11,466,3000
1322,drawdown,468,200,668,50,69.17,22.7,635,True,TRUCK,200,11,466,3000
1323,drawdown,403,400,803,50,69.07,22.77,340,False,TRUCK,200,11,467,3000
1324,drawdown,349,400,749,50,68.7,22.49,501,True,TRUCK,200,11,461,3000
1325,drawdown,269,400,669,50,67.87,23.01,375,True,TRUCK,200,11,472,3000
1326,drawdown,427,200,627,50,68.0,22.91,325,True,TRUCK,200,11,470,3000
1327,drawdown,374,400,774,50,68.27,22.94,315,False,TRUCK,200,11,471,3000
1328,drawdown,299,400,699,50,67.97,22.73,265,True,TRUCK,200,11,466,3000
1329,drawdown,220,400,620,50,67.33,23.36,323,True,TRUCK,200,11,479,3000
1330,drawdown,384,200,584,50,67.5,23.27,265,True,TRUCK,200,11,478,3000
1331,drawdown,326,400,726,50,68.6,23.05,250,True,TRUCK,200,11,473,3000
1332,drawdown,246,400,646,50,68.77,22.78,312,True,TRUCK,200,11,467,3000
1333,drawdown,211,400,611,50,68.53,22.81,205,True,TRUCK,200,11,468,3000
1334,drawdown,349,200,549,50,70.17,22.75,373,True,TRUCK,200,11,467,3000
1335,drawdown,256,400,656,50,71.03,23.19,418,True,TRUCK,200,11,476,3000
1336,drawdown,161,400,561,50,69.83,22.68,227,True,TRUCK,200,11,465,3000
1337,drawdown,99,400,499,50,70.6,22.23,300,True,TRUCK,200,11,456,3000
1338,drawdown,230,200,430,50,69.03,23.52,262,True,TRUCK,200,11,483,3000
1339,drawdown,202,400,602,50,68.5,23.71,256,True,TRUCK,200,11,486,3000
1340,drawdown,149,400,549,50,66.47,22.14,193,True,TRUCK,200,11,454,3000
1341,drawdown,95,400,495,50,66.2,22.27,192,True,TRUCK,200,11,457,3000
1342,drawdown,243,200,443,50,65.67,22.64,144,True,TRUCK,200,11,465,3000
1343,chase,200,400,600,50,64.7,22.85,96,True,MAIL,200,5,316,574
1344,chase,154,400,554,50,62.97,22.6,85,True,MAIL,200,5,313,567
1345,drawdown,113,400,513,50,60.37,21.08,81,True,TRUCK,200,11,433,3000
1346,drawdown,278,200,478,50,58.87,19.32,84,True,TRUCK,200,11,397,3000
1347,chase,218,400,618,50,58.23,19.59,58,True,MAIL,200,5,271,517
1348,drawdown,177,400,577,50,58.57,19.25,74,True,TRUCK,200,11,395,3000
1349,chase,133,400,533,50,58.2,19.48,51,True,MAIL,200,5,270,512
1350,chase,292,200,492,50,57.23,19.85,54,True,MAIL,200,5,275,515
1351,chase,256,400,656,50,55.9,17.76,58,True,MAIL,200,5,246,480
1352,chase,191,400,591,50,55.47,17.69,47,True,MAIL,200,5,245,475
1353,chase,139,400,539,50,55.27,17.74,44,True,MAIL,200,5,246,491
1354,chase,291,200,491,50,54.77,17.22,54,True,MAIL,200,5,239,496
1355,chase,226,200,426,50,54.5,17.49,54,True,MAIL,200,5,242,499
1356,build,192,200,392,50,53.77,18.01,42,True,MAIL,200,5,249,520
1357,build,161,200,361,50,51.97,18.5,44,True,MAIL,200,5,256,528
1358,chase,340,200,540,50,50.73,17.86,21,False,TRUCK,200,11,367,853
1359,chase,498,0,498,50,51.53,17.71,9,False,TRUCK,200,11,364,818
1360,chase,438,0,438,50,51.93,18.0,12,True,MAIL,200,5,249,480
1361,chase,368,0,368,50,50.73,17.25,1,True,MAIL,200,5,239,449
1362,chase,324,0,324,50,50.47,17.56,0,True,MAIL,200,5,243,451
1363,chase,297,200,497,50,50.43,17.54,1,False,TRUCK,200,11,360,766
1364,chase,236,200,436,50,49.03,15.59,2,True,MAIL,200,5,216,421
1365,chase,185,200,385,50,47.3,12.97,2,True,MAIL,200,5,180,381
1366,chase,142,200,342,50,46.1,13.23,0,True,MAIL,200,5,183,376
1367,chase,116,200,316,50,46.0,13.06,2,True,MAIL,200,5,181,357
1368,chase,50,400,450,50,46.23,12.79,3,True,MAIL,200,5,177,347
1369,chase,15,400,415,50,45.97,12.72,1,True,MAIL,200,5,176,340
1370,chase,170,200,370,50,45.63,12.64,3,True,MAIL,200,5,175,335
1371,chase,126,200,326,50,44.83,12.97,3,True,MAIL,200,5,180,340
1372,chase,98,200,298,50,44.03,13.81,1,True,MAIL,200,5,191,347
1373,build,79,200,279,50,43.67,13.9,2,True,MAIL,200,5,193,351
1374,build,44,200,244,50,43.57,13.93,2,True,MAIL,200,5,193,355
1375,chase,206,200,406,50,42.93,14.74,1,False,TRUCK,200,11,303,661
1376,chase,390,0,390,50,42.3,14.38,2,False,TRUCK,200,11,295,641
1377,chase,349,0,349,50,41.93,14.56,2,False,TRUCK,200,11,299,642
1378,chase,319,0,319,50,42.4,14.85,3,True,MAIL,200,5,206,365
1379,build,261,0,261,50,42.27,14.88,3,True,MAIL,200,5,206,361
1380,chase,224,200,424,50,41.97,15.1,3,False,TRUCK,200,11,310,650
1381,chase,197,200,397,50,40.77,14.63,4,True,MAIL,200,5,203,398
1382,chase,168,200,368,50,41.13,15.05,0,True,MAIL,200,5,209,376
1383,chase,105,200,305,50,40.77,15.01,0,True,MAIL,200,5,208,366
1384,build,68,200,268,50,40.13,14.34,6,True,MAIL,200,5,199,349
1385,chase,22,400,422,50,40.67,14.4,8,True,MAIL,200,5,200,368
1386,chase,0,400,400,50,40.23,14.89,0,True,MAIL,200,5,206,339
1387,chase,182,200,382,50,40.4,14.69,0,False,TRUCK,200,11,302,575
1388,chase,156,200,356,50,40.97,15.08,0,True,MAIL,200,5,209,355
1389,chase,97,200,297,50,39.73,14.98,0,True,MAIL,200,5,208,349
1390,chase,74,200,274,50,38.33,13.99,0,True,MAIL,200,5,194,325
1391,chase,46,200,246,50,37.63,14.22,0,True,MAIL,200,5,197,311
1392,chase,223,200,423,50,37.43,14.41,0,False,TRUCK,200,11,296,562
1393,chase,202,200,402,50,37.27,14.16,0,False,TRUCK,200,11,291,563
1394,chase,146,200,346,50,36.03,14.53,0,False,TRUCK,200,11,298,559
1395,chase,132,200,332,50,35.83,14.47,0,False,TRUCK,200,11,297,552
1396,chase,95,200,295,50,35.33,15.07,0,True,MAIL,200,5,209,314
1397,chase,84,400,484,50,33.63,14.35,0,True,MAIL,200,5,199,308
1398,chase,69,400,469,50,33.63,14.35,0,True,MAIL,200,5,199,324
1399,chase,234,200,434,50,33.5,14.26,0,False,TRUCK,200,11,293,555
1400,chase,193,200,393,50,32.93,14.16,0,False,TRUCK,200,11,291,115
1401,chase,166,200,366,50,32.67,14.33,0,False,TRUCK,200,11,294,113
1402,chase,146,200,346,50,32.3,14.83,0,True,MAIL,200,5,205,65
1403,chase,138,200,338,50,31.57,15.23,0,False,TRUCK,200,11,313,106
1404,chase,325,200,525,50,30.83,15.43,0,False,TRUCK,200,11,317,102
1405,chase,309,200,509,50,31.3,15.18,0,False,TRUCK,200,11,312,106
1406,chase,279,200,479,50,30.27,15.55,0,False,TRUCK,200,11,319,104
1407,chase,269,200,469,50,29.93,15.66,0,False,TRUCK,200,11,322,108
1408,chase,249,200,449,50,28.8,14.76,0,False,TRUCK,200,11,303,101
1409,chase,225,200,425,50,27.7,15.35,0,False,TRUCK,200,11,315,105
1410,chase,221,200,421,50,27.4,15.45,0,False,TRUCK,200,11,317,103
1411,chase,403,0,403,50,27.03,15.54,0,False,TRUCK,200,11,319,104
1412,chase,385,0,385,50,25.47,14.09,0,False,TRUCK,200,11,289,98
1413,chase,369,0,369,50,24.9,13.95,0,False,TRUCK,200,11,287,97
1414,chase,349,0,349,50,23.73,13.59,0,False,TRUCK,200,11,279,98
1415,chase,338,0,338,50,22.2,13.11,0,False,TRUCK,200,11,269,96
1416,chase,334,0,334,50,22.1,13.15,0,False,TRUCK,200,11,270,93
1417,chase,319,0,319,50,22.23,13.21,0,False,TRUCK,200,11,271,94
1418,chase,289,0,289,50,21.97,12.51,0,False,TRUCK,200,11,257,91
1419,chase,238,0,238,50,21.97,12.51,0,False,TRUCK,200,11,257,88
1420,chase,215,0,215,50,21.3,12.71,0,False,TRUCK,200,11,261,86
1421,chase,207,0,207,50,21.4,12.73,0,False,TRUCK,200,11,261,89
1422,chase,181,0,181,50,21.2,12.79,0,False,TRUCK,200,11,263,84
1423,chase,166,0,166,50,20.7,11.62,0,True,MAIL,200,5,161,49
1424,chase,125,0,125,50,20.4,11.91,0,True,MAIL,200,5,165,50
1425,chase,120,0,120,50,19.8,11.49,0,True,MAIL,200,5,159,49
1426,chase,101,0,101,50,19.67,11.62,0,True,MAIL,200,5,161,48
1427,chase,94,0,94,50,19.53,11.7,0,True,MAIL,200,5,162,48
1428,chase,83,0,83,50,18.73,11.42,0,True,MAIL,200,5,158,47
1429,chase,72,0,72,50,18.03,10.62,0,True,MAIL,200,5,147,44
1430,chase,52,0,52,50,17.5,10.56,0,True,MAIL,155,5,146,43
1431,chase,41,0,41,50,17.17,10.64,0,True,MAIL,145,4,132,38
1432,chase,31,0,31,50,17.8,10.64,0,True,MAIL,150,4,132,36
1433,chase,4,0,4,50,17.47,10.94,0,True,MAIL,143,4,136,36
1434,chase,1,155,156,50,17.47,10.94,0,True,MAIL,0,1,68,17
1435,chase,140,0,140,50,16.63,10.91,0,False,MAIL,0,1,68,16
1436,chase,135,0,135,50,16.4,11.13,0,False,MAIL,0,1,69,16
1437,chase,132,0,132,50,16.33,11.11,0,False,MAIL,0,1,69,17
1438,chase,114,0,114,50,15.73,11.17,0,False,MAIL,0,1,70,17
1439,chase,108,0,108,50,16.0,10.97,0,False,MAIL,0,1,68,15
1440,chase,96,0,96,50,15.8,10.99,0,False,MAIL,0,1,68,15
1441,chase,84,0,84,50,15.27,11.26,0,False,MAIL,0,1,70,16
1442,chase,82,0,82,50,15.33,11.28,0,False,MAIL,0,1,70,15
1443,chase,64,0,64,50,15.2,11.24,0,False,MAIL,0,1,70,15
1444,chase,48,0,48,50,15.27,11.22,0,False,MAIL,0,1,70,15
1445,chase,35,0,35,50,15.17,11.34,0,True,MAIL,4,2,100,23
1446,chase,34,0,34,50,15.33,11.37,0,False,MAIL,0,1,71,16
1447,chase,14,0,14,50,14.37,11.32,0,True,MAIL,14,2,99,22
1448,chase,13,0,13,50,13.13,8.95,0,True,MAIL,11,2,79,18
1449,chase,0,14,14,50,12.37,9.06,0,True,MAIL,4,2,80,18
1450,chase,14,11,25,50,12.73,9.1,0,False,MAIL,0,1,57,12
1451,chase,6,0,6,50,11.87,9.04,0,True,MAIL,7,2,79,17
1452,chase,6,0,6,50,11.73,9.02,0,True,MAIL,5,2,79,18
1453,chase,0,7,7,50,10.37,7.39,0,True,MAIL,3,2,65,15
1454,chase,7,5,12,50,10.3,7.45,0,False,MAIL,0,1,47,10
1455,chase,9,3,12,50,9.67,7.49,0,False,MAIL,0,1,47,10
1456,chase,12,0,12,50,9.43,7.68,0,False,MAIL,0,1,48,10
1457,chase,12,0,12,50,9.3,7.69,0,False,MAIL,0,1,48,10
1458,chase,5,0,5,50,8.93,7.86,0,False,MAIL,0,1,49,10
1459,chase,5,0,5,50,8.27,7.74,0,False,MAIL,0,1,48,10
1460,chase,5,0,5,50,7.9,7.87,0,False,MAIL,0,1,49,10
